analysis_id,experiment_id,block_size_cells,nominal_scale,baseline_roc_auc,thermal_roc_auc,delta_roc_auc,baseline_pr_auc,thermal_pr_auc,delta_pr_auc,primary_population,model_class
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,10,approximately_5_km,0.8203196301445599,0.8822236106383259,0.061903980493766,0.41980236058073195,0.5766666640341844,0.15686430345345248,burnable_tree_shrub_grass,RandomForestClassifier
