experiment_id,feature,n_total_population,n_complete_case,n_missing,n_burned_complete,n_unburned_complete,missing_rate_burned,missing_rate_unburned,burned_mean,unburned_mean,burned_median,unburned_median,raw_univariate_auc,signed_rank_effect,direction,auc_ci_low,auc_ci_high,valid_replicates,invalid_replicates,bootstrap_stable,support_status
bejis_2022,ndvi_mean,15190,15190,0,1100,14090,0.0,0.0,0.504075577611273,0.48172885503453344,0.5040808022022247,0.48530609905719757,0.5587527905026131,0.11750558100522612,higher_values_rank_burned,0.4971818582643429,0.619346637555737,1000,0,True,interval_includes_chance
bejis_2022,elevation_mean,15190,15190,0,1100,14090,0.0,0.0,957.0277708296343,832.952318552422,935.1695251464844,786.5283813476562,0.6432824053164721,0.28656481063294414,higher_values_rank_burned,0.5583150457861116,0.7290055219147464,1000,0,True,bootstrap_supported_higher_values_rank_burned
bejis_2022,slope_mean,15190,15190,0,1100,14090,0.0,0.0,14.280942203998565,13.87613380199379,14.238033771514893,13.619938850402832,0.5207878895412608,0.041575779082521525,higher_values_rank_burned,0.4393212094762653,0.605295958421595,1000,0,True,interval_includes_chance
bejis_2022,lst_anomaly_mean,15190,14210,980,1005,13205,0.08636363636363636,0.06281050390347764,0.22274552330974748,0.44591564661863103,0.3338882327079773,0.45917192101478577,0.4179915266529903,-0.16401694669401945,lower_values_rank_burned,0.36378505075441114,0.4795630994864565,1000,0,True,bootstrap_supported_lower_values_rank_burned
bejis_2022,current_lst_mean,15190,14658,532,1016,13642,0.07636363636363637,0.03179559971611072,38.9465308170619,39.27747093989796,39.11136817932129,39.2850399017334,0.47674775069349284,-0.04650449861301431,lower_values_rank_burned,0.4011532923534438,0.5474889652503846,1000,0,True,interval_includes_chance
bejis_2022,current_tvdi_mean,15190,14658,532,1016,13642,0.07636363636363637,0.03179559971611072,0.48526752744361346,0.48003742760668905,0.4889261871576309,0.47085145115852356,0.5172782323463783,0.03455646469275653,higher_values_rank_burned,0.42900913810605534,0.595208856020078,1000,0,True,interval_includes_chance
bejis_2022,tvdi_difference_mean,15190,14658,532,1016,13642,0.07636363636363637,0.03179559971611072,0.13033358964142058,0.12051225500769762,0.12067684531211853,0.11546671390533447,0.5124941631737097,0.02498832634741932,higher_values_rank_burned,0.44315493285236285,0.5829402577021532,1000,0,True,interval_includes_chance
bejis_2022,downscaled_lst_mean,15190,15190,0,1100,14090,0.0,0.0,38.973193272677335,39.233355583884006,39.2506217956543,39.193389892578125,0.4836430737466933,-0.032713852506613406,lower_values_rank_burned,0.4003605903074035,0.5598325680030973,1000,0,True,interval_includes_chance
bejis_2022,fused_lst_mean,15190,15190,0,1100,14090,0.0,0.0,38.925288975455544,39.22546198312233,39.141714096069336,39.18988609313965,0.4806129105103555,-0.03877417897928903,lower_values_rank_burned,0.40394725127325576,0.5514025133468518,1000,0,True,interval_includes_chance
evia_2021_extended,ndvi_mean,9298,9298,0,2664,6634,0.0,0.0,0.6152870444015967,0.5588490345619478,0.6234641373157501,0.559615820646286,0.6391494562092995,0.27829891241859905,higher_values_rank_burned,0.5749285449525442,0.7006046421340476,1000,0,True,bootstrap_supported_higher_values_rank_burned
evia_2021_extended,elevation_mean,9298,9298,0,2664,6634,0.0,0.0,301.9793722779006,302.70418538526485,262.8730926513672,228.12908172607422,0.540559580910425,0.08111916182085,higher_values_rank_burned,0.4483537317612215,0.626146085073554,1000,0,True,interval_includes_chance
evia_2021_extended,slope_mean,9298,9298,0,2664,6634,0.0,0.0,15.375094120208924,15.977667321875256,15.05971908569336,15.663115501403809,0.486543098344048,-0.02691380331190396,lower_values_rank_burned,0.41769297357779134,0.554042450008236,1000,0,True,interval_includes_chance
evia_2021_extended,lst_anomaly_mean,9298,9015,283,2565,6450,0.037162162162162164,0.027735905939101597,0.5786416215122304,0.15845361887457934,0.5270716547966003,0.11597520485520363,0.6400549435604515,0.2801098871209029,higher_values_rank_burned,0.5671047052827075,0.710175869871198,1000,0,True,bootstrap_supported_higher_values_rank_burned
evia_2021_extended,current_lst_mean,9298,9275,23,2649,6626,0.00563063063063063,0.0012059089538739825,34.47454323774016,36.6173129209823,34.17230987548828,36.12302589416504,0.37651907667348405,-0.2469618466530319,lower_values_rank_burned,0.3012790089007279,0.45585820887246337,1000,0,True,bootstrap_supported_lower_values_rank_burned
evia_2021_extended,current_tvdi_mean,9298,9275,23,2649,6626,0.00563063063063063,0.0012059089538739825,0.4886340073813646,0.5891966125604104,0.4897002577781677,0.6088389158248901,0.36188826587369816,-0.2762234682526037,lower_values_rank_burned,0.2852365355103699,0.44217142834635265,1000,0,True,bootstrap_supported_lower_values_rank_burned
evia_2021_extended,tvdi_difference_mean,9298,9273,25,2649,6624,0.00563063063063063,0.0015073861923424782,-0.010601878747412882,-0.01664180080405423,-0.0025020684115588665,-0.006544530624523759,0.5191031776643451,0.03820635532869021,higher_values_rank_burned,0.4444187250619392,0.5889301019447588,1000,0,True,interval_includes_chance
evia_2021_extended,downscaled_lst_mean,9298,9152,146,2657,6495,0.002627627627627628,0.020952668073560447,34.47406938787596,36.59015502694756,34.2847785949707,35.9800910949707,0.3765491129362415,-0.24690177412751702,lower_values_rank_burned,0.29685914048213763,0.4593307010841324,1000,0,True,bootstrap_supported_lower_values_rank_burned
evia_2021_extended,fused_lst_mean,9298,9298,0,2664,6634,0.0,0.0,34.475980152954925,36.633475947962275,34.21380615234375,36.12302589416504,0.37566126384147186,-0.24867747231705628,lower_values_rank_burned,0.30015191434549077,0.4556221037116367,1000,0,True,bootstrap_supported_lower_values_rank_burned
