experiment_id,landcover_class_code,row_count,population_fraction,burned_count,unburned_count,burned_prevalence
bejis_2022,10,9043,0.5953258722843976,416,8627,0.04600243282096649
bejis_2022,20,3743,0.24641211323238973,615,3128,0.16430670585092172
bejis_2022,30,2207,0.14529295589203423,62,2145,0.02809243316719529
bejis_2022,40,168,0.011059907834101382,7,161,0.041666666666666664
bejis_2022,50,19,0.001250822909809085,0,19,0.0
bejis_2022,60,6,0.00039499670836076365,0,6,0.0
bejis_2022,80,4,0.00026333113890717575,0,4,0.0
evia_2021_extended,10,8021,0.8626586362658636,2511,5510,0.3130532352574492
evia_2021_extended,20,231,0.024844052484405247,6,225,0.025974025974025976
evia_2021_extended,30,899,0.09668745966874596,115,784,0.12791991101223582
evia_2021_extended,40,91,0.009787050978705098,25,66,0.27472527472527475
evia_2021_extended,50,13,0.001398150139815014,2,11,0.15384615384615385
evia_2021_extended,60,18,0.0019359001935900194,3,15,0.16666666666666666
evia_2021_extended,80,24,0.002581200258120026,2,22,0.08333333333333333
evia_2021_extended,90,1,0.00010755001075500108,0,1,0.0
