experiment_id,feature,n_total_population,n_complete_case,n_missing,n_burned_complete,n_unburned_complete,missing_rate_burned,missing_rate_unburned,burned_mean,unburned_mean,burned_median,unburned_median,raw_univariate_auc,signed_rank_effect,direction,auc_ci_low,auc_ci_high,valid_replicates,invalid_replicates,bootstrap_stable,support_status
montiferru_2021,ndvi_mean,2544,2544,0,539,2005,0.0,0.0,0.615424055281287,0.5793323073155268,0.6181037425994873,0.5644292831420898,0.5862731853113042,0.17254637062260847,higher_values_rank_burned,0.45014383161602317,0.7043832813462082,1000,0,True,interval_includes_chance
montiferru_2021,elevation_mean,2544,2544,0,539,2005,0.0,0.0,456.7148911116959,383.03722760718955,424.2523193359375,356.18487548828125,0.5837706290859124,0.16754125817182475,higher_values_rank_burned,0.3953155499799928,0.7623088314675833,1000,0,True,interval_includes_chance
montiferru_2021,slope_mean,2544,2544,0,539,2005,0.0,0.0,10.623458071409662,7.67614257347554,9.148451805114746,5.886207580566406,0.6519721105399766,0.3039442210799532,higher_values_rank_burned,0.5059965620455151,0.7705472817222545,1000,0,True,bootstrap_supported_higher_values_rank_burned
montiferru_2021,lst_anomaly_mean,2544,2544,0,539,2005,0.0,0.0,-0.6760594965045553,-0.49652533072776783,-0.6554248332977295,-0.4291751980781555,0.39519013227598904,-0.20961973544802193,lower_values_rank_burned,0.285145350453144,0.5345227829044743,1000,0,True,interval_includes_chance
montiferru_2021,current_lst_mean,2544,2544,0,539,2005,0.0,0.0,34.00808304625672,36.095905198361216,34.42359161376953,37.1414680480957,0.3704643770906685,-0.25907124581866303,lower_values_rank_burned,0.24782684782865552,0.5129602234841384,1000,0,True,interval_includes_chance
montiferru_2021,current_tvdi_mean,2544,2544,0,539,2005,0.0,0.0,0.5510074642730608,0.6413237145045154,0.5883014798164368,0.7063643932342529,0.3555286181577596,-0.2889427636844808,lower_values_rank_burned,0.2331671304845549,0.4990539748344443,1000,0,True,bootstrap_supported_lower_values_rank_burned
montiferru_2021,tvdi_difference_mean,2544,2544,0,539,2005,0.0,0.0,-0.16400922031475187,-0.11929731464431671,-0.15143467485904694,-0.11281142383813858,0.37762180818824925,-0.2447563836235015,lower_values_rank_burned,0.2821229847499818,0.49651149112782955,1000,0,True,bootstrap_supported_lower_values_rank_burned
montiferru_2021,downscaled_lst_mean,2544,2541,3,539,2002,0.0,0.0014962593516209476,34.06553235522891,36.192415552777604,34.57616424560547,37.302555084228516,0.364736376795746,-0.270527246408508,lower_values_rank_burned,0.24025899649425494,0.5110558445055425,1000,0,True,interval_includes_chance
montiferru_2021,fused_lst_mean,2544,2544,0,539,2005,0.0,0.0,34.008139056487074,36.09891919352467,34.42359161376953,37.1414680480957,0.37047270506479624,-0.2590545898704075,lower_values_rank_burned,0.247836825343333,0.5130079558295708,1000,0,True,interval_includes_chance
manavgat_2021,ndvi_mean,20511,20511,0,2935,17576,0.0,0.0,0.5284558057175788,0.5012731087573371,0.5439432263374329,0.5117437839508057,0.5640055957519895,0.128011191503979,higher_values_rank_burned,0.4993498073043752,0.6277578539104064,1000,0,True,interval_includes_chance
manavgat_2021,elevation_mean,20511,20511,0,2935,17576,0.0,0.0,403.85461699861077,936.5861821601139,286.5644836425781,1003.9690246582031,0.232040982011245,-0.53591803597751,lower_values_rank_burned,0.17885122027515035,0.2875573502683869,1000,0,True,bootstrap_supported_lower_values_rank_burned
manavgat_2021,slope_mean,20511,20511,0,2935,17576,0.0,0.0,16.651308149779677,18.779500047781816,15.800135612487793,19.137463569641113,0.40018140735508156,-0.19963718528983687,lower_values_rank_burned,0.34027000461620815,0.45885532889780883,1000,0,True,bootstrap_supported_lower_values_rank_burned
manavgat_2021,lst_anomaly_mean,20511,20158,353,2901,17257,0.011584327086882453,0.018149749658625397,-0.28627843026874966,-0.26482665437215785,-0.3801524341106415,-0.3845338821411133,0.5087692084924866,0.01753841698497327,higher_values_rank_burned,0.45983049444070595,0.5603616928801307,1000,0,True,interval_includes_chance
manavgat_2021,current_lst_mean,20511,20451,60,2935,17516,0.0,0.0034137460172963133,37.715104896896335,35.28684391989559,37.363975524902344,34.79208755493164,0.6646991429203886,0.3293982858407771,higher_values_rank_burned,0.6081290746892744,0.7187016715657228,1000,0,True,bootstrap_supported_higher_values_rank_burned
manavgat_2021,current_tvdi_mean,20511,20451,60,2935,17516,0.0,0.0034137460172963133,0.6167279790061981,0.47579069656829215,0.6215698719024658,0.4533839225769043,0.6770834881362302,0.3541669762724604,higher_values_rank_burned,0.6218036548158401,0.7328792708253501,1000,0,True,bootstrap_supported_higher_values_rank_burned
manavgat_2021,tvdi_difference_mean,20511,20450,61,2935,17515,0.0,0.0034706417842512516,-0.04814380695971542,-0.032549167718153166,-0.04921964555978775,-0.03831816464662552,0.4603939869501002,-0.0792120260997996,lower_values_rank_burned,0.4094766111758704,0.5099353700997888,1000,0,True,interval_includes_chance
manavgat_2021,downscaled_lst_mean,20511,20511,0,2935,17576,0.0,0.0,37.776970536786,35.26580557434679,37.42384338378906,34.695356369018555,0.6831504494668662,0.3663008989337324,higher_values_rank_burned,0.6261141818665329,0.7385569394422626,1000,0,True,bootstrap_supported_higher_values_rank_burned
manavgat_2021,fused_lst_mean,20511,20511,0,2935,17576,0.0,0.0,37.71511174840456,35.273966353646074,37.363975524902344,34.752668380737305,0.6662317904467838,0.33246358089356765,higher_values_rank_burned,0.6103754018797709,0.7205473076501159,1000,0,True,bootstrap_supported_higher_values_rank_burned
