feature,population,source_experiment_id,target_experiment_id,source_mean_difference,target_mean_difference,source_median_difference,target_median_difference,source_rank_biserial_correlation,target_rank_biserial_correlation,source_raw_auc,target_raw_auc,mean_direction_flip,median_direction_flip,rank_effect_direction_flip,raw_auc_below_0_5_in_one_region_only,relationship_flip_score
elevation_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,-411.0413914186174,161.15040074573625,-573.6948852539062,103.83883666992188,-0.4938588822063841,0.1946777470010852,0.25307055889680796,0.5973388735005426,True,True,True,True,3
elevation_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,-532.7315651615031,182.31877901064956,-717.404541015625,136.52853393554688,-0.53591803597751,0.22280500977198558,0.232040982011245,0.6114025048859928,True,True,True,True,3
fused_lst_mean,all_valid,manavgat_2021,mugla_2021,2.717535182060459,2.575787373720331,2.790761947631836,1.47967529296875,0.3172303781227179,0.16160848117261573,0.658615189061359,0.5808042405863079,False,False,False,False,0
fused_lst_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,1.6486879422582135,-2.431100729630053,1.8745002746582031,-2.2005672454833984,0.2650209799071017,-0.33200887767596676,0.6325104899535509,0.3339955611620166,True,True,True,True,3
fused_lst_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,2.441145394758486,-2.703492631502108,2.611307144165039,-2.4991111755371094,0.33246358089356765,-0.3495713075585165,0.6662317904467838,0.32521434622074175,True,True,True,True,3
lst_anomaly_mean,all_valid,manavgat_2021,mugla_2021,0.024472541916557178,0.08442867015127473,0.04680512845516205,-0.011344313621520996,0.03948239047491331,0.012662358456365652,0.5197411952374567,0.5063311792281828,False,True,False,False,1
lst_anomaly_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,-0.10715647264197761,0.0129482124626953,-0.04672469198703766,-0.08243203163146973,-0.018016852366025793,-0.03075671175701844,0.4909915738169871,0.4846216441214908,True,False,False,False,1
lst_anomaly_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,-0.021451775896591807,0.010108095626020261,0.004381448030471802,-0.0711623802781105,0.01753841698497327,-0.030852886194786433,0.5087692084924866,0.4845735569026068,True,True,True,True,3
ndvi_mean,all_valid,manavgat_2021,mugla_2021,0.06551835329935651,0.18454373473820063,0.05809512734413147,0.17739662528038025,0.22647277804834842,0.5623219944257034,0.6132363890241742,0.7811609972128517,False,False,False,False,0
ndvi_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,0.01490659408928352,0.05287535155764833,0.023421525955200195,0.056829094886779785,0.1148813281210519,0.312409733877415,0.557440664060526,0.6562048669387075,False,False,False,False,0
ndvi_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,0.02718269696024167,0.06207989332713171,0.0321994423866272,0.06725835800170898,0.128011191503979,0.32330555883695933,0.5640055957519895,0.6616527794184797,False,False,False,False,0
slope_mean,all_valid,manavgat_2021,mugla_2021,0.23781001193337303,9.802336645012888,-1.920083999633789,11.70408582687378,-0.03487937426859733,0.5646243012483427,0.48256031286570134,0.7823121506241714,False,True,True,True,2
slope_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,-1.6678712751380331,3.168952562345101,-2.6250228881835938,3.161762237548828,-0.17435429070738018,0.2411869172997656,0.4128228546463099,0.6205934586498828,True,True,True,True,3
slope_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,-2.1281918980021395,3.6898389675126726,-3.3373279571533203,3.6156797409057617,-0.19963718528983687,0.2736360168286769,0.40018140735508156,0.6368180084143384,True,True,True,True,3
tvdi_difference_mean,all_valid,manavgat_2021,mugla_2021,-0.009938507922977263,0.01927524386617656,-0.0038494765758514404,0.007623674347996712,-0.0454567340223444,0.10063961039124614,0.4772716329888278,0.5503198051956231,True,True,True,True,3
tvdi_difference_mean,burnable_tree_shrub,manavgat_2021,mugla_2021,-0.021775434136373926,0.007112016252659685,-0.01870575174689293,-0.008179306983947754,-0.10844339800203817,-0.014433822421737741,0.4457783009989809,0.49278308878913113,True,False,False,False,1
tvdi_difference_mean,burnable_tree_shrub_grass,manavgat_2021,mugla_2021,-0.015594639241562257,0.006294028548471999,-0.010901480913162231,-0.00868828222155571,-0.0792120260997996,-0.019950800911784916,0.4603939869501002,0.49002459954410754,True,False,False,False,1
