feature,source_experiment_id,target_experiment_id,manavgat_2021_auc,manavgat_2021_ci_low,manavgat_2021_ci_high,manavgat_2021_direction,manavgat_2021_support_status,evia_2021_auc,evia_2021_ci_low,evia_2021_ci_high,evia_2021_direction,evia_2021_support_status,auc_difference_target_minus_source,auc_difference_ci_low,auc_difference_ci_high,point_direction_reversal,reversal_status,step9e_relationship_direction_flag,integrated_interpretation
ndvi_mean,manavgat_2021,evia_2021,0.6359169371099176,0.5872285206570871,0.6762849193685545,higher_values_rank_burned,bootstrap_supported_higher_values_rank_burned,0.530982585466552,0.39850163823523166,0.6710328076549124,higher_values_rank_burned,interval_includes_chance,-0.10327618275318795,-0.24320000917784718,0.04239730324565892,False,no_direction_reversal,False,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
elevation_mean,manavgat_2021,evia_2021,0.37410755666893913,0.2890796631009303,0.4711534398242251,lower_values_rank_burned,bootstrap_supported_lower_values_rank_burned,0.6471984520414713,0.4982210142391625,0.7860616239789883,higher_values_rank_burned,interval_includes_chance,0.2693653800727188,0.08811544722492004,0.4448612709217882,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
slope_mean,manavgat_2021,evia_2021,0.5309574867864721,0.4228454993639831,0.641707826568334,higher_values_rank_burned,interval_includes_chance,0.5207375456919672,0.4007798766440036,0.6503769049981563,higher_values_rank_burned,interval_includes_chance,-0.010689751796414857,-0.1741384604492362,0.15668989879929857,False,no_direction_reversal,False,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
lst_anomaly_mean,manavgat_2021,evia_2021,0.4823529005017941,0.4279530417105843,0.5299474237983043,lower_values_rank_burned,interval_includes_chance,0.5486834003945583,0.45832651904938176,0.6382436121510005,higher_values_rank_burned,interval_includes_chance,0.06504825959824893,-0.04392586174980953,0.17182561772879856,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
current_lst_mean,manavgat_2021,evia_2021,0.5382779853437281,0.45176227230170396,0.620503038933485,higher_values_rank_burned,interval_includes_chance,0.4157760500201961,0.2766384394183707,0.5449509076717998,lower_values_rank_burned,interval_includes_chance,-0.12220736773791006,-0.28973549846150615,0.041107454260273006,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
current_tvdi_mean,manavgat_2021,evia_2021,0.5520208992479892,0.4602480293883392,0.6410618349429631,higher_values_rank_burned,interval_includes_chance,0.37516948191681093,0.24945073288101532,0.49895814345984313,lower_values_rank_burned,bootstrap_supported_lower_values_rank_burned,-0.1766100919167689,-0.3375865043409461,-0.011589336615658745,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
tvdi_difference_mean,manavgat_2021,evia_2021,0.44939202798988004,0.3905414223569665,0.5051782545937413,lower_values_rank_burned,interval_includes_chance,0.5211031560249345,0.4376357776423534,0.6040288442459625,higher_values_rank_burned,interval_includes_chance,0.07082506997220503,-0.03148856946727746,0.17752533129373307,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
downscaled_lst_mean,manavgat_2021,evia_2021,0.5520694210669516,0.4659633972389294,0.637150621852662,higher_values_rank_burned,interval_includes_chance,0.41518605300957323,0.27226601471476264,0.5534789014729364,lower_values_rank_burned,interval_includes_chance,-0.1367093816989473,-0.3126879864673578,0.0365914930702858,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
fused_lst_mean,manavgat_2021,evia_2021,0.5400826188182982,0.4542805043929701,0.6218679874478806,higher_values_rank_burned,interval_includes_chance,0.41405812571397127,0.27592190177527953,0.5439061745486937,lower_values_rank_burned,interval_includes_chance,-0.12580508079629635,-0.29311484440042324,0.03718056144814628,True,point_direction_reversal_interval_uncertain,True,"Feature-level univariate AUC direction reversals indicate that marginal feature-label relationships are not stable across the selected regions, a pattern consistent with concept/relationship shift. Target labels are used only for this diagnostic evaluation. This does NOT prove causality or establish concept shift as the only transfer-failure mechanism; AUC below 0.5 is a direction and is never inverted."
