analysis_id,experiment_id,block_size_cells,nominal_scale,baseline_roc_auc,thermal_roc_auc,delta_roc_auc,baseline_pr_auc,thermal_pr_auc,delta_pr_auc,primary_population,model_class
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,10,approximately_5_km,0.7793700238725079,0.8244685786179753,0.04509855474546742,0.18989140055760242,0.2977139932662314,0.10782259270862896,burnable_tree_shrub_grass,RandomForestClassifier
