region,scar,scar_cells,B_positives,B_negatives,valid_candidates,placements,A,B,placebo_mean,placebo_collar_only_mean,placebo_p2_5,placebo_p97_5,share_placebo_le_B,placebo_median_dist_km,placebo_pool_median_n,spearman_auc_vs_dist
manavgat_2021,1,2934,2935,1030,1412,50,0.8822236106383259,0.7434326259903078,0.9168877148402567,0.9245590258435196,0.7953700144496798,0.9528342549333016,0.0,16.915323370933017,4025.5,0.4528863748860197
bejis_2022,1,1100,1100,557,15785,50,0.8244685786179753,0.5748131222457973,0.8489314983565519,0.8450947763639998,0.7539738546664245,0.9418616529567225,0.0,14.989090233092984,1684.5,0.27858618002965685
mugla_2021,6,914,914,352,82251,50,0.7773268638729566,0.5640261338770639,0.7250724060756681,0.7097820412812733,0.6203174791986114,0.8218651480105693,0.02,17.256219486518404,1410.0,0.19352205340640227
mugla_2021,1,738,738,506,90833,50,0.7773268638729566,0.6539734567306148,0.8025584240968218,0.8012461421845658,0.7106822545733682,0.8842214268398393,0.0,15.617641806710786,1233.5,0.25815745883692776
mugla_2021,10,639,639,301,98297,50,0.7773268638729566,0.6734775578535814,0.781986376353254,0.7825256270814009,0.6908183810765995,0.887861020319502,0.0,15.95852124869608,1130.5,0.3389675870348139
mugla_2021,8,548,548,406,109223,50,0.7773268638729566,0.7608859803674805,0.889999865252306,0.890400570709847,0.822332162919237,0.9486801971825262,0.0,15.646269506636148,939.0,0.06256902761104441
evia_2021_extended,1,2653,2653,406,33,33,0.8641886346702445,0.7450929238950607,0.8340742136712291,0.8434223929197366,0.8229564438989475,0.8442911832997623,0.0,20.22498454881981,2739.0,0.9503264737917662
montiferru_2021,1,416,442,316,0,0,0.7199006195087421,0.6215490577925425,,,,,,,,
montiferru_2021,5,55,67,128,3102,50,0.7199006195087421,0.4610541044776119,0.6180689316670094,0.619471803701203,0.22229361440474124,0.7941410014496159,0.24,5.42338084237179,209.5,0.15254196941385142
