frame,source_frame,target_rule,source,target,target_n,target_pos,target_retained,target_pos_retained,thermal,baseline,delta
a2_aoa_srcfull,full,aoa,mugla_2021,evia_2021_extended,5570,1279,0.599053559905356,0.4801051051051051,0.6883248736513994,0.611746151599371,0.07657872205202843
a2_aoa_srcfull,full,aoa,mugla_2021,montiferru_2021,1008,214,0.39622641509433965,0.3970315398886827,0.6674651004025519,0.691088537865769,-0.023623437463217045
a2_aoa_srcfull,full,aoa,evia_2021_extended,manavgat_2021,9009,2466,0.43922773146116717,0.8402044293015333,0.6246278440744918,0.6609583132063277,-0.03633046913183591
a2_aoa_srcfull,full,aoa,evia_2021_extended,bejis_2022,1607,11,0.10579328505595786,0.01,0.35207336523126,0.3708133971291866,-0.018740031897926612
a2_aoa_srcfull,full,aoa,evia_2021_extended,mugla_2021,28964,1707,0.6940809968847352,0.5863964273445551,0.6287473081357409,0.6108276061534873,0.017919701982253566
a2_aoa_srcfull,full,aoa,evia_2021_extended,montiferru_2021,1663,344,0.6536949685534591,0.6382189239332097,0.7296158999947107,0.6276028351287973,0.10201306486591333
a2_aoa_srcfull,full,aoa,montiferru_2021,manavgat_2021,4542,1522,0.22144215299107795,0.5185689948892674,0.5715163256781335,0.5340127359434693,0.03750358973466417
a2_aoa_srcfull,full,aoa,montiferru_2021,bejis_2022,361,26,0.023765635286372613,0.023636363636363636,0.35442020665901264,0.4723306544202066,-0.11791044776119397
a2_aoa_srcfull,full,aoa,montiferru_2021,mugla_2021,16870,790,0.4042655164150491,0.2713844039848849,0.6127615089111405,0.5938914210592606,0.018870087851879824
a2_aoa_srcfull,full,aoa,montiferru_2021,evia_2021_extended,3228,687,0.34717143471714346,0.25788288288288286,0.7358505373590725,0.6895129483458186,0.04633758901325391
a2_aoa_src10km,10km,aoa,manavgat_2021,bejis_2022,2670,288,0.17577353522053982,0.26181818181818184,0.27758682013247504,0.26882390498180797,0.008762915150667072
a2_aoa_src10km,10km,aoa,manavgat_2021,mugla_2021,36707,2405,0.8796309609393722,0.8261765716248711,0.48755807380960436,0.5018879935357109,-0.014329919726106533
a2_aoa_src10km,10km,aoa,manavgat_2021,evia_2021_extended,6705,1895,0.7211228221122822,0.7113363363363363,0.7192238026538817,0.652475987251713,0.06674781540216879
a2_aoa_src10km,10km,aoa,manavgat_2021,montiferru_2021,1395,277,0.5483490566037735,0.5139146567717996,0.6692197903683086,0.6035629637762121,0.06565682659209648
a2_aoa_src10km,10km,aoa,bejis_2022,manavgat_2021,2058,335,0.10033640485593097,0.1141396933560477,0.41449051896639844,0.37814467996638973,0.036345839000008706
a2_aoa_src10km,10km,aoa,bejis_2022,mugla_2021,4243,88,0.10167745027558112,0.03023016145654414,0.6784104583743573,0.6873687233344274,-0.008958264960070128
a2_aoa_src10km,10km,aoa,bejis_2022,evia_2021_extended,275,9,0.029576252957625296,0.0033783783783783786,0.83249791144528,0.7660818713450293,0.0664160401002507
a2_aoa_src10km,10km,aoa,bejis_2022,montiferru_2021,90,8,0.03537735849056604,0.014842300556586271,0.448170731707317,0.5228658536585367,-0.07469512195121963
a2_aoa_src10km,10km,aoa,mugla_2021,manavgat_2021,11238,2492,0.5479011262249525,0.8490630323679728,0.40897577025810283,0.48055169178003504,-0.0715759215219322
a2_aoa_src10km,10km,aoa,mugla_2021,bejis_2022,534,85,0.03515470704410797,0.07727272727272727,0.6150399580767719,0.46896371020568584,0.14607624787108608
a2_aoa_src10km,10km,aoa,mugla_2021,evia_2021_extended,5314,1163,0.5715207571520757,0.43656156156156156,0.6923910429439974,0.6215974644197868,0.07079357852421064
a2_aoa_src10km,10km,aoa,mugla_2021,montiferru_2021,1039,228,0.40841194968553457,0.4230055658627087,0.6405942414606183,0.6594630843446472,-0.018868842884028902
a2_aoa_src10km,10km,aoa,evia_2021_extended,manavgat_2021,6421,2183,0.3130515333235825,0.7437819420783646,0.5647765769945243,0.6140782402610416,-0.049301663266517304
a2_aoa_src10km,10km,aoa,evia_2021_extended,bejis_2022,1111,5,0.07314022383146807,0.004545454545454545,0.40506329113924056,0.41338155515370706,-0.008318264014466503
a2_aoa_src10km,10km,aoa,evia_2021_extended,mugla_2021,24538,1457,0.5880182123172777,0.5005152868430093,0.6628193741137305,0.630131680625693,0.03268769348803746
a2_aoa_src10km,10km,aoa,evia_2021_extended,montiferru_2021,1258,283,0.4944968553459119,0.5250463821892394,0.7345293105010419,0.6622669203587933,0.07226239014224856
a2_aoa_src10km,10km,aoa,montiferru_2021,manavgat_2021,4323,1463,0.21076495538979084,0.49846678023850083,0.5784730819419814,0.543616072922293,0.03485700901968847
a2_aoa_src10km,10km,aoa,montiferru_2021,bejis_2022,304,14,0.02001316655694536,0.012727272727272728,0.2977832512315271,0.3773399014778325,-0.07955665024630537
a2_aoa_src10km,10km,aoa,montiferru_2021,mugla_2021,15893,740,0.3808531032830098,0.2542081758845757,0.6085442896866378,0.586991693732933,0.021552595953704734
a2_aoa_src10km,10km,aoa,montiferru_2021,evia_2021_extended,3070,647,0.3301785330178533,0.24286786786786788,0.7367697892619737,0.6840584914915726,0.05271129777040107
b_win20_win20,win20,win20,manavgat_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.48788348758998307,0.49803329720114514,-0.010149809611162075
b_win20_win20,win20,win20,manavgat_2021,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.5025578064252098,0.5275629220380602,-0.02500511561285046
b_win20_win20,win20,win20,manavgat_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.4538383995037221,0.5255408653846154,-0.0717024658808933
b_win20_win20,win20,win20,manavgat_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5096001412021436,0.48975081030775647,0.01984933089438712
b_win20_win20,win20,win20,bejis_2022,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.3346315172548524,0.2841729967018697,0.05045852055298272
