frame,source,target,model,n,positives,prevalence,auc,ap,ap_lift,pauc01,cap10,cap10_norm,cap20,cap20_norm
a1_trim_srcfull,manavgat_2021,montiferru_2021,baseline,1969,405,0.20568816658202133,0.5638233715386316,0.22841437785498137,1.1104886666579217,0.4962168611829849,0.1037037037037037,0.009590792838874658,0.24444444444444444,0.05754475703324805
a1_trim_srcfull,bejis_2022,manavgat_2021,thermal,7196,1185,0.16467481934408004,0.271682365733146,0.10695661308162471,0.6495019305783726,0.4793114688361145,0.026160337552742614,-0.14556646148727334,0.06244725738396625,-0.17194092827004218
a1_trim_srcfull,bejis_2022,manavgat_2021,baseline,7196,1185,0.16467481934408004,0.2560212044444538,0.10504945208846081,0.6379205546232608,0.47919198990170253,0.02278481012658228,-0.15222092829812012,0.05569620253164557,-0.18037974683544306
a1_trim_srcfull,bejis_2022,mugla_2021,thermal,20010,1168,0.05837081459270365,0.5425936782515889,0.06259547429681031,1.0723762334581972,0.4965675556310983,0.0976027397260274,-0.00266362252663623,0.21404109589041095,0.01755136986301368
a1_trim_srcfull,bejis_2022,mugla_2021,baseline,20010,1168,0.05837081459270365,0.5322363020968893,0.06722960940602059,1.1517675378548562,0.5120372888744232,0.1404109589041096,0.04490106544901065,0.2508561643835616,0.06357020547945201
a1_trim_srcfull,bejis_2022,evia_2021_extended,thermal,2020,689,0.3410891089108911,0.2748612684680048,0.23530949618094188,0.6898768973664768,0.4748974711550729,0.011611030478955007,-0.457550713749061,0.05224963715529753,-0.3824192336589032
a1_trim_srcfull,bejis_2022,evia_2021_extended,baseline,2020,689,0.3410891089108911,0.5106906971089101,0.32356421081565373,0.9486207632040936,0.47966500003070456,0.05079825834542816,-0.2546957175056349,0.15965166908563136,-0.10443275732531933
a1_trim_srcfull,bejis_2022,montiferru_2021,thermal,767,124,0.16166883963494133,0.5539181257211658,0.16865238437741592,1.0431966033667581,0.49456336622421954,0.08870967741935484,-0.02177293934681182,0.12096774193548387,-0.09879032258064517
a1_trim_srcfull,bejis_2022,montiferru_2021,baseline,767,124,0.16166883963494133,0.5481926955300256,0.1758174433248667,1.087515959920748,0.5002204754348119,0.08064516129032258,-0.03732503888024885,0.20967741935483872,0.012096774193548383
a1_trim_srcfull,mugla_2021,manavgat_2021,thermal,10785,2352,0.2180806675938804,0.42261756030527947,0.17589016335842986,0.8065371648897389,0.4792850016488087,0.025510204081632654,-0.20775524724297403,0.08163265306122448,-0.1650658128779794
a1_trim_srcfull,mugla_2021,manavgat_2021,baseline,10785,2352,0.2180806675938804,0.4790150362884392,0.19552400173356144,0.8965673293777466,0.4841418439969246,0.05442176870748299,-0.1271196489979841,0.1441326530612245,-0.07790821771611527
a1_trim_srcfull,mugla_2021,bejis_2022,thermal,6596,514,0.0779260157671316,0.5602898519199986,0.08507235297443805,1.0917066930338393,0.49522375039252947,0.08754863813229571,-0.013834846519671434,0.19455252918287938,-0.006809338521400789
a1_trim_srcfull,mugla_2021,bejis_2022,baseline,6596,514,0.0779260157671316,0.4207631884350964,0.06315489227095675,0.810446827663873,0.4891261167350194,0.05252918287937743,-0.052745352356247305,0.09922178988326848,-0.12597276264591442
a1_trim_srcfull,mugla_2021,evia_2021_extended,thermal,6940,2048,0.29510086455331414,0.6671818306674162,0.3896142160041835,1.3202747358735514,0.5132341092263955,0.130859375,0.12919051512673752,0.259765625,0.12510220768601796
a1_trim_srcfull,mugla_2021,evia_2021_extended,baseline,6940,2048,0.29510086455331414,0.6066755293240239,0.3553914525315482,1.2043050198090548,0.5095930654774713,0.1201171875,0.08421913327882255,0.24169921875,0.0872853638593622
a1_trim_srcfull,mugla_2021,montiferru_2021,thermal,1296,203,0.1566358024691358,0.6242862100514244,0.23568936346899166,1.5046966258907053,0.537154081847835,0.18719211822660098,0.161939615736505,0.33004926108374383,0.16256157635467977
a1_trim_srcfull,mugla_2021,montiferru_2021,baseline,1296,203,0.1566358024691358,0.6655384240960163,0.3010050317779373,1.9216872964739249,0.562779713267141,0.22660098522167488,0.23513266239707228,0.39901477832512317,0.24876847290640394
a1_trim_srcfull,evia_2021_extended,manavgat_2021,thermal,9034,2603,0.288133717068851,0.5904699331112809,0.40155182287994307,1.3936301067604324,0.5456683529640998,0.17402996542451019,0.2996423573316747,0.2923549750288129,0.18690716840304772
a1_trim_srcfull,evia_2021_extended,manavgat_2021,baseline,9034,2603,0.288133717068851,0.6367020685257665,0.40560142543864597,1.4076847012726577,0.5365609879534946,0.16749903956972723,0.27320789923806554,0.3169419900115252,0.23666614834395894
