region,scar,orientation,row,col,pool_n,collar_only_n,median_dist_km,placebo_auc,placebo_collar_only_auc
bejis_2022,1,7,38,10,1631,551,10.884047960203041,0.7681954740538433,0.7995091569048012
bejis_2022,1,1,27,14,1639,583,10.948972554536795,0.8122832658494648,0.7932652424762201
bejis_2022,1,1,10,100,1702,603,14.015170352157693,0.827985257985258,0.8486386250565354
bejis_2022,1,5,53,14,1658,585,13.05,0.7636818730123918,0.8188492618492618
bejis_2022,1,7,35,0,1557,543,14.650938536489736,0.7890389443568634,0.7651716055583458
bejis_2022,1,7,4,4,1691,607,17.727944043232988,0.831324122359013,0.8528568219260146
bejis_2022,1,1,58,3,1614,533,17.719372915985986,0.785659288047764,0.808435101483882
bejis_2022,1,0,23,97,1705,609,14.015170352157693,0.8217880565182617,0.8529870129870131
bejis_2022,1,3,4,4,1649,582,18.0,0.8374772589448151,0.8493494220556076
bejis_2022,1,0,34,101,1693,607,14.230249470757707,0.8768450303388283,0.8304612850082373
bejis_2022,1,0,46,5,1600,544,11.70865064813192,0.7511553977272727,0.7805238970588236
bejis_2022,1,5,23,98,1694,606,11.472793905583766,0.8224930235054203,0.8289378937893789
bejis_2022,1,7,0,90,1653,563,15.039697470361563,0.8044772589781665,0.7898546746326498
bejis_2022,1,7,6,8,1687,607,15.717824276915682,0.8283838982594169,0.8362977385053169
bejis_2022,1,4,23,108,1674,579,16.96326914247369,0.8963367546432063,0.8970858847542786
bejis_2022,1,6,14,104,1710,610,17.367318201237083,0.866076023391813,0.9144560357675111
bejis_2022,1,1,35,111,1691,607,15.464556249695624,0.9391210149991938,0.9311292496630224
bejis_2022,1,5,33,108,1694,607,14.740505418743279,0.912174519695181,0.8683810094353751
bejis_2022,1,0,25,103,1709,611,16.156190763914616,0.8589472844300229,0.9011382234786489
bejis_2022,1,3,14,112,1661,562,19.784653143282547,0.9081799025778555,0.8983314461339372
bejis_2022,1,5,58,103,1664,574,12.224769936485512,0.9130709134615383,0.9154458346531518
bejis_2022,1,0,43,1,1547,540,12.743822032655666,0.7709875418698948,0.7618594276094276
bejis_2022,1,1,42,107,1694,608,13.537448060842191,0.9308073950842545,0.9024925239234449
bejis_2022,1,4,38,107,1677,587,14.958693124735195,0.9096972407437525,0.8880834752981261
bejis_2022,1,0,40,99,1692,611,12.76361922467648,0.9087260906941759,0.8495804195804196
bejis_2022,1,0,9,92,1703,612,14.958693124735195,0.8012496663641702,0.8107754010695186
bejis_2022,1,7,9,17,1682,591,11.734564329364769,0.8141679277915901,0.7817089678510998
bejis_2022,1,2,55,105,1696,609,14.123119343827694,0.9426573220411664,0.9177907150320944
bejis_2022,1,6,19,109,1660,560,18.49932431198502,0.8794534501642935,0.88500487012987
bejis_2022,1,1,7,97,1702,611,13.58596345028054,0.8085124452515758,0.8303853593215296
bejis_2022,1,6,27,97,1692,606,12.672115056295851,0.8546824629271439,0.8079845484548456
bejis_2022,1,0,11,82,1684,594,11.254498201438562,0.7328684409414813,0.8035858585858586
bejis_2022,1,2,34,105,1693,606,13.97900211030816,0.8932261182408848,0.8642851785178518
bejis_2022,1,0,1,91,1627,538,16.50954269505973,0.8105107001173381,0.726750591416019
bejis_2022,1,6,42,107,1680,596,15.852523458427683,0.9388043831168831,0.9302211714460038
bejis_2022,1,7,33,102,1694,607,13.119641763401926,0.8722944617366105,0.8348906694623334
bejis_2022,1,7,23,96,1696,608,11.700000000000001,0.8274579223842194,0.8260070275119618
bejis_2022,1,3,3,10,1655,575,16.02404443328837,0.8325704476792091,0.8380735177865613
bejis_2022,1,0,11,94,1703,611,15.273506473629425,0.811504297229488,0.8292575509596787
bejis_2022,1,3,5,12,1659,577,14.84318025222358,0.8285664967943449,0.8366992279817238
bejis_2022,1,1,40,113,1675,591,16.156190763914616,0.9452575305291724,0.9388609444700814
bejis_2022,1,1,27,0,1471,481,16.2,0.8276302453494839,0.764060669060669
bejis_2022,1,1,1,6,1663,581,19.469976887505545,0.8280334007543869,0.8404177749960882
bejis_2022,1,5,25,107,1701,607,15.019487341450773,0.8800988723210945,0.8802643402725775
