population,valid_count,missing_count,min,q05,q25,median,mean,q75,q95,max,iqr,range
all_valid_burned,3026,0,0.0,34.974090576171875,245.4825325012207,539.2785949707031,652.5278950425184,1054.6731872558594,1521.1829528808594,1974.5574951171875,809.1906547546387,1974.5574951171875
burnable_tree_shrub_grass_burned,2911,0,1.621870517730713,84.3343620300293,267.44482421875,563.0870361328125,676.69252126506,1075.4190063476562,1525.7365112304688,1974.5574951171875,807.9741821289062,1972.9356245994568
burnable_tree_shrub_grass_valid_for_modeling_burned,2911,0,1.621870517730713,84.3343620300293,267.44482421875,563.0870361328125,676.69252126506,1075.4190063476562,1525.7365112304688,1974.5574951171875,807.9741821289062,1972.9356245994568
