frame,region,feature,auc,lo_1000,hi_1000,lo,hi,sd,p_norm_vs_half,p_pct_vs_half,n_reps
full,evia_2021_extended,downscaled_lst_mean,0.3765491129362415,0.29565949363472577,0.46218456859384593,0.2987777437136951,0.4590110738392513,0.040807771656045516,0.002484845431456568,0.0032,20000
full,evia_2021_extended,fused_lst_mean,0.37566126384147186,0.3000109634560104,0.451879856749165,0.3008702085848908,0.4518517971553438,0.03879494997825447,0.0013505133529318888,0.002,20000
full,montiferru_2021,ndvi_mean,0.5862731853113042,0.4501438316160232,0.7043832813462082,0.4497116659157698,0.708988065265711,0.06593975671492347,0.1907499723700603,0.2157,20000
full,montiferru_2021,elevation_mean,0.5837706290859124,0.3953155499799928,0.7623088314675833,0.39684171850971095,0.755178047721221,0.09150480089182991,0.3599407641051099,0.3688,20000
full,montiferru_2021,slope_mean,0.6519721105399766,0.5059965620455152,0.7705472817222545,0.511263313055706,0.7724519055141004,0.06641239993206206,0.02211951693857612,0.0351,20000
full,montiferru_2021,lst_anomaly_mean,0.39519013227598904,0.285145350453144,0.5345227829044744,0.28256510282684405,0.5283327415122936,0.06259280866655705,0.09403799138838004,0.1121,20000
full,montiferru_2021,current_lst_mean,0.3704643770906685,0.24782684782865552,0.5129602234841383,0.24607478992782728,0.5126202305747922,0.06804016624870413,0.056934791988014495,0.0738,20000
full,montiferru_2021,current_tvdi_mean,0.3555286181577596,0.23316713048455487,0.4990539748344443,0.23228133702358902,0.4975640194925469,0.06765162137858265,0.032718568723696675,0.0453,20000
full,montiferru_2021,tvdi_difference_mean,0.37762180818824925,0.2821229847499818,0.4965114911278295,0.2805832076385721,0.4975351020805051,0.05544113819487784,0.027289370594276614,0.0464,20000
full,montiferru_2021,downscaled_lst_mean,0.364736376795746,0.24025899649425494,0.5110558445055425,0.23994038247795316,0.5079179298044852,0.06849067294367074,0.0482771885835798,0.064,20000
full,montiferru_2021,fused_lst_mean,0.37047270506479624,0.247836825343333,0.5130079558295708,0.2460860579574708,0.5125824393926312,0.06804567095141616,0.05697081204633282,0.0738,20000
