transfer_direction,population,model,bin_index,requested_n_bins,actual_n_bins,predicted_probability_mean,observed_burned_fraction,row_count,positive_count
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,baseline,7,10,10,0.7126185058163521,0.38924731182795697,930,362
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,baseline,8,10,10,0.7870434500697007,0.4043010752688172,930,376
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,baseline,9,10,10,0.8745450534509613,0.410752688172043,930,382
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,0,10,10,0.08075423010708314,0.07419354838709677,930,69
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,1,10,10,0.19644069908528108,0.1870967741935484,930,174
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,2,10,10,0.2929341712122978,0.19462365591397848,930,181
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,3,10,10,0.3758717929887078,0.24757804090419805,929,230
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,4,10,10,0.4479948372043325,0.32688172043010755,930,304
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,5,10,10,0.5342571255849844,0.2913978494623656,930,271
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,6,10,10,0.6347263241643273,0.2992465016146394,929,278
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,7,10,10,0.7353342409636029,0.310752688172043,930,289
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,8,10,10,0.8254145881518345,0.43655913978494626,930,406
manavgat_2021_to_evia_2021_extended,burnable_tree_shrub_grass,thermal,9,10,10,0.9110714802461551,0.4967741935483871,930,462
