feature,population,source_experiment_id,target_experiment_id,source_mean_difference,target_mean_difference,source_median_difference,target_median_difference,source_rank_biserial_correlation,target_rank_biserial_correlation,source_raw_auc,target_raw_auc,mean_direction_flip,median_direction_flip,rank_effect_direction_flip,raw_auc_below_0_5_in_one_region_only,relationship_flip_score
elevation_mean,burnable_tree_shrub,mugla_2021,manavgat_2021,161.15040074573625,-411.0413914186174,103.83883666992188,-573.6948852539062,0.1946777470010852,-0.4938588822063841,0.5973388735005426,0.25307055889680796,True,True,True,True,3
elevation_mean,burnable_tree_shrub_grass,mugla_2021,manavgat_2021,182.31877901064956,-532.7315651615031,136.52853393554688,-717.404541015625,0.22280500977198558,-0.53591803597751,0.6114025048859928,0.232040982011245,True,True,True,True,3
fused_lst_mean,all_valid,mugla_2021,manavgat_2021,2.575787373720331,2.717535182060459,1.47967529296875,2.790761947631836,0.16160848117261573,0.3172303781227179,0.5808042405863079,0.658615189061359,False,False,False,False,0
fused_lst_mean,burnable_tree_shrub,mugla_2021,manavgat_2021,-2.431100729630053,1.6486879422582135,-2.2005672454833984,1.8745002746582031,-0.33200887767596676,0.2650209799071017,0.3339955611620166,0.6325104899535509,True,True,True,True,3
fused_lst_mean,burnable_tree_shrub_grass,mugla_2021,manavgat_2021,-2.703492631502108,2.441145394758486,-2.4991111755371094,2.611307144165039,-0.3495713075585165,0.33246358089356765,0.32521434622074175,0.6662317904467838,True,True,True,True,3
lst_anomaly_mean,all_valid,mugla_2021,manavgat_2021,0.08442867015127473,0.024472541916557178,-0.011344313621520996,0.04680512845516205,0.012662358456365652,0.03948239047491331,0.5063311792281828,0.5197411952374567,False,True,False,False,1
lst_anomaly_mean,burnable_tree_shrub,mugla_2021,manavgat_2021,0.0129482124626953,-0.10715647264197761,-0.08243203163146973,-0.04672469198703766,-0.03075671175701844,-0.018016852366025793,0.4846216441214908,0.4909915738169871,True,False,False,False,1
lst_anomaly_mean,burnable_tree_shrub_grass,mugla_2021,manavgat_2021,0.010108095626020261,-0.021451775896591807,-0.0711623802781105,0.004381448030471802,-0.030852886194786433,0.01753841698497327,0.4845735569026068,0.5087692084924866,True,True,True,True,3
ndvi_mean,all_valid,mugla_2021,manavgat_2021,0.18454373473820063,0.06551835329935651,0.17739662528038025,0.05809512734413147,0.5623219944257034,0.22647277804834842,0.7811609972128517,0.6132363890241742,False,False,False,False,0
ndvi_mean,burnable_tree_shrub,mugla_2021,manavgat_2021,0.05287535155764833,0.01490659408928352,0.056829094886779785,0.023421525955200195,0.312409733877415,0.1148813281210519,0.6562048669387075,0.557440664060526,False,False,False,False,0
ndvi_mean,burnable_tree_shrub_grass,mugla_2021,manavgat_2021,0.06207989332713171,0.02718269696024167,0.06725835800170898,0.0321994423866272,0.32330555883695933,0.128011191503979,0.6616527794184797,0.5640055957519895,False,False,False,False,0
slope_mean,all_valid,mugla_2021,manavgat_2021,9.802336645012888,0.23781001193337303,11.70408582687378,-1.920083999633789,0.5646243012483427,-0.03487937426859733,0.7823121506241714,0.48256031286570134,False,True,True,True,2
