direction,model_family,adaptation_method,metric,raw_gap_mean,adaptation_effect_mean,remaining_gap_mean,recovered_fraction_ci_low,recovered_fraction_ci_high,remaining_fraction_ci_low,remaining_fraction_ci_high,n_replicates,n_replicates_ratio_degenerate
manavgat_2021_to_mugla_2021,baseline,regionwise_zscore,roc_auc,0.27759497856065707,-0.004414486039081395,0.2820094645997385,-0.06045171510585272,0.026690326394642333,0.9733096736053577,1.0604517151058528,1000,0
manavgat_2021_to_mugla_2021,baseline,coral_after_regionwise_zscore,roc_auc,0.27759497856065707,0.00954545894731348,0.2680495196133436,-0.00237277340645265,0.07093094381796211,0.929069056182038,1.0023727734064525,1000,0
manavgat_2021_to_mugla_2021,baseline,regionwise_zscore,pr_auc,0.159693870487857,-0.004320152002379104,0.16401402249023608,-0.045128666445145856,-0.011201473393015395,1.0112014733930155,1.0451286664451458,1000,0
manavgat_2021_to_mugla_2021,baseline,coral_after_regionwise_zscore,pr_auc,0.159693870487857,-0.0011623246293797848,0.16085619511723676,-0.021220793632280716,0.0059656803908250166,0.9940343196091749,1.0212207936322808,1000,0
manavgat_2021_to_mugla_2021,thermal,regionwise_zscore,roc_auc,0.4216166292348815,-0.010920064169409535,0.4325366934042911,-0.06364029531574757,0.009117579624170388,0.9908824203758296,1.0636402953157476,1000,0
manavgat_2021_to_mugla_2021,thermal,coral_after_regionwise_zscore,roc_auc,0.4216166292348815,-0.020244816902672644,0.4418614461375541,-0.08168698463434079,-0.015529730124945748,1.0155297301249457,1.0816869846343409,1000,0
manavgat_2021_to_mugla_2021,thermal,regionwise_zscore,pr_auc,0.38680032843249695,-0.002066458360355695,0.3888667867928527,-0.0114605864919564,0.0005209101770509814,0.9994790898229491,1.0114605864919564,1000,0
manavgat_2021_to_mugla_2021,thermal,coral_after_regionwise_zscore,pr_auc,0.38680032843249695,-0.0024121999269884837,0.3892125283594855,-0.011395767928120297,-0.0009179373648808287,1.0009179373648809,1.0113957679281202,1000,0
mugla_2021_to_bejis_2022,baseline,regionwise_zscore,roc_auc,0.4114446103177798,0.12275479405656901,0.28868981626121076,0.2225992115072593,0.36135181480981704,0.638648185190183,0.7774007884927407,1000,0
mugla_2021_to_bejis_2022,baseline,coral_after_regionwise_zscore,roc_auc,0.4114446103177798,0.15768944250371125,0.2537551678140685,0.313665473646631,0.4443897183413016,0.5556102816586985,0.686334526353369,1000,0
