analysis_id,experiment_id,block_size_cells,nominal_scale,baseline_roc_auc,thermal_roc_auc,delta_roc_auc,baseline_pr_auc,thermal_pr_auc,delta_pr_auc,primary_population,model_class
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,0.7385555842312408,0.79516607523066,0.05661049099941917,0.16381091404658613,0.24732417239642454,0.08351325834983842,burnable_tree_shrub_grass,RandomForestClassifier
