analysis_id,experiment_id,block_size_cells,nominal_scale,series,mean,median,ci_2_5,ci_97_5,requested_replicates,valid_replicates,invalid_single_class_replicates,bootstrap_stability
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,auc_baseline,0.7390309677228779,0.7384169683517281,0.6584908546206083,0.8284778418756938,1000,995,5,stable
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,auc_thermal,0.7976681040274154,0.7949592355632191,0.7182582335430875,0.8914033936028192,1000,995,5,stable
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,delta_auc,0.05863713630453737,0.05847254673870639,0.031047499373364113,0.08986569226136527,1000,995,5,stable
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,pr_auc_baseline,0.1641226236290605,0.1599814411293775,0.04395113480221648,0.30295425751034083,1000,995,5,stable
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,pr_auc_thermal,0.2458856628696914,0.24734951716331488,0.06957526132636317,0.41503279405959564,1000,995,5,stable
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,bejis_2022,20,approximately_10_km,delta_pr_auc,0.08176303924063094,0.07807307585764758,0.022368504769037515,0.16085715593347866,1000,995,5,stable
