population,valid_count,missing_count,min,q05,q25,median,mean,q75,q95,max,iqr,range
all_valid_burned,332,0,15.509711265563965,50.046105575561526,117.61468887329102,187.44332122802734,211.59281489073513,274.08702850341797,446.2915939331052,777.0230102539062,156.47233963012695,761.5132989883423
burnable_tree_shrub_grass_burned,332,0,15.509711265563965,50.046105575561526,117.61468887329102,187.44332122802734,211.59281489073513,274.08702850341797,446.2915939331052,777.0230102539062,156.47233963012695,761.5132989883423
burnable_tree_shrub_grass_valid_for_modeling_burned,331,0,15.509711265563965,50.0146484375,117.5499038696289,187.43203735351562,210.03516242439292,273.1589050292969,437.4031677246094,777.0230102539062,155.60900115966797,761.5132989883423
