analysis_id,experiment_id,block_size_cells,nominal_scale,baseline_roc_auc,thermal_roc_auc,delta_roc_auc,baseline_pr_auc,thermal_pr_auc,delta_pr_auc,primary_population,model_class
bb909a2c9bff1b7b76c95fa6fd36144d54bfd532883d305238bebd8c97915d3a,manavgat_2021,20,approximately_10_km,0.7975708124521669,0.8445107312976732,0.0469399188455063,0.37271451852944637,0.47215070287633887,0.0994361843468925,burnable_tree_shrub_grass,RandomForestClassifier
