block,direction,source_region,target_region,metric,value,ci_low,ci_high,source_file,source_column
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,target_p95_dissimilarity,0.7555216197703724,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,raw_thermal_roc_auc,0.6768829881850658,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_manavgat_2021,evia_2021_extended,manavgat_2021,raw_thermal_pr_auc,0.3208883386590513,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,fraction_inside_weighted_aoa,0.0728768926925609,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,unweighted_fraction_target_cells_inside_support,0.8562211981566821,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,target_mean_dissimilarity,0.4862588199588097,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,target_p95_dissimilarity,0.8844110397496701,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,raw_thermal_roc_auc,0.4480079359958707,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_bejis_2022,evia_2021_extended,bejis_2022,raw_thermal_pr_auc,0.0591842483213908,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,fraction_inside_weighted_aoa,0.6309697826555798,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,unweighted_fraction_target_cells_inside_support,0.9590232680740935,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,target_mean_dissimilarity,0.2468574381461607,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,target_p95_dissimilarity,0.5115908787629446,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,raw_thermal_roc_auc,0.576836486299561,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,evia_2021_extended_to_mugla_2021,evia_2021_extended,mugla_2021,raw_thermal_pr_auc,0.0856193943900276,,,"drive_new/diagnostics/marginal_aoa_completion/4f3ac830327d7ec6f581abbb5161686710894a68db9d2a59b9b4948d166d033f/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_raw_source_only_pr_auc,0.05417448341892161,0.04817102254559621,0.06106302118813285,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_raw_source_only_roc_auc,0.3964026711400735,0.3725380745561713,0.4219023718773863,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_regionwise_zscore_pr_auc,0.059628522204261555,0.052704940513290825,0.06746729225260818,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_regionwise_zscore_roc_auc,0.45040221949803216,0.42252294293059467,0.47650311008000257,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_coral_after_regionwise_zscore_pr_auc,0.061554744732753935,0.05445276181309215,0.06982386217683322,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",pr_auc
transfer_matrix,manavgat_2021_to_bejis_2022,manavgat_2021,bejis_2022,thermal_coral_after_regionwise_zscore_roc_auc,0.46684737725014513,0.4407173741413762,0.49146908817589513,"drive_new/diagnostics/multi_aoi_transfer_synthesis/bejis_2022__evia_2021_extended__manavgat_2021__montiferru_2021__mugla_2021/multi_aoi_transfer_matrix.csv",roc_auc
