feature,population,source_experiment_id,target_experiment_id,source_row_count,source_valid_count,source_missing_count,source_missing_fraction,source_mean,source_standard_deviation,source_minimum,source_q05,source_q25,source_median,source_q75,source_q95,source_maximum,source_iqr,target_row_count,target_valid_count,target_missing_count,target_missing_fraction,target_mean,target_standard_deviation,target_minimum,target_q05,target_q25,target_median,target_q75,target_q95,target_maximum,target_iqr,mean_difference,smd,robust_median_difference,ks_statistic,wasserstein_distance,normalized_wasserstein_by_source_iqr,normalized_wasserstein_by_target_iqr,psi_source_to_target,psi_target_to_source,fraction_target_below_source_q01,fraction_target_above_source_q99,outside_source_support_fraction,fraction_source_below_target_q01,fraction_source_above_target_q99,outside_target_support_fraction,abs_smd_ge_0_2,abs_smd_ge_0_5,abs_smd_ge_0_8,psi_ge_0_10,psi_ge_0_25,outside_source_support_ge_0_10
ndvi_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,0.5869791045456937,0.13075296771166678,0.28135809302330017,0.38257329165935516,0.48710425943136215,0.5758243501186371,0.6918931901454926,0.8045942664146424,0.874626636505127,0.2047889307141304,20511,20511,0,0.0,0.5051627882258325,0.11752715163164283,0.11409561336040497,0.2896921783685684,0.42450620234012604,0.5159054398536682,0.5953416526317596,0.6773295700550079,0.8108934164047241,0.1708354502916336,-0.0818163163198612,-0.6581314635618933,-0.31903632082950123,0.23463933986641317,0.08181631631986122,0.39951532553324626,0.47891884371886745,0.8739706380140726,0.48377133409188267,0.09229194090975575,0.0,0.09229194090975575,0.0,0.19536163522012578,0.19536163522012578,True,True,False,True,True,False
elevation_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,398.64739294874965,232.9560199177121,3.0493476390838623,71.69346733093262,193.5620994567871,373.2390594482422,597.1473388671875,772.1903015136718,1017.4007568359375,403.5852394104004,20511,20511,0,0.0,860.3555184309437,564.3233243797332,0.3817388415336609,41.04040336608887,319.5789794921875,879.5394287109375,1308.229248046875,1786.7989501953125,2355.298095703125,988.6502685546875,461.708125482194,1.0695121829123462,0.7273200063726452,0.49578579786456056,465.9351888889564,1.1544901631428428,0.4712841372815377,1.2450874276967947,5.17951835672188,0.01838038125883672,0.48593437667593,0.5043147579347667,0.003930817610062893,0.0,0.003930817610062893,True,True,True,True,True,True
slope_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,8.30059345924067,5.481653599950734,0.8096390962600708,2.3403809428215028,3.9422038793563843,6.602382183074951,11.357065439224243,19.481298065185545,29.441020965576172,7.414861559867859,20511,20511,0,0.0,18.474968663615453,7.8652913764886385,0.3078221380710602,4.550395488739014,13.33955717086792,18.638898849487305,23.762943267822266,31.293357849121094,48.96288299560547,10.423386096954346,10.174375204374783,1.500853183795167,1.3495178335870912,0.5749932962800448,10.185320752387838,1.3736359971324066,0.9771604599165651,1.8424406588548445,2.2620663021413283,0.012871142313880356,0.2818975184047584,0.2947686607186388,0.003930817610062893,0.0,0.003930817610062893,True,True,True,True,True,True
lst_anomaly_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,-0.5345634263856642,0.5310551709910087,-3.589883327484131,-1.425388103723526,-0.8434099406003952,-0.4908536523580551,-0.1653100550174713,0.22663510441780088,1.2197260856628418,0.6780998855829239,20511,20158,353,0.017210277412120327,-0.26791384565482546,1.2782006880606869,-5.905601501464844,-2.1082844853401186,-1.0624089241027832,-0.38342034816741943,0.35480646044015884,2.0929248332977295,8.615015983581543,1.417215384542942,0.2666495807308388,0.27244506005000485,0.10254619504985724,0.24030910523842774,0.5431520033776556,0.8009911444104414,0.3832529686747822,0.5414796265317388,1.8525861107335895,0.04494493501339419,0.2354400238118861,0.2803849588252803,0.0015723270440251573,0.0,0.0015723270440251573,True,False,False,True,True,True
current_lst_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,35.65355608673216,4.986777462358174,20.519847869873047,27.201495742797853,31.409035205841064,36.46664619445801,39.5283088684082,43.001087760925294,49.2844352722168,8.119273662567139,20511,20451,60,0.00292525961679099,35.63533279415588,4.554247818206214,21.510629653930664,28.69150733947754,32.16554069519043,35.286354064941406,39.01185989379883,43.319766998291016,50.527198791503906,6.846319198608398,-0.018223292576280414,-0.003816066960322579,-0.15773409586446419,0.0924278971457777,0.7566332600456954,0.09318977183070638,0.11051679568190317,0.14621221909274287,0.13234185073283064,0.004107378612292797,0.019558945772822845,0.023666324385115643,0.036163522012578615,0.003930817610062893,0.04009433962264151,False,False,False,True,False,False
current_tvdi_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,0.6221883140034329,0.21199650350504645,0.00040766262100078166,0.23159525990486146,0.4562063366174698,0.6770105957984924,0.7940063774585724,0.8933772891759872,1.0,0.3378000408411026,20511,20451,60,0.00292525961679099,0.49601713654458934,0.2396788593099416,0.0,0.11709146574139595,0.3045341372489929,0.48883330821990967,0.6947340667247772,0.8787487745285034,0.9998425841331482,0.3901999294757843,-0.12617117745884354,-0.5576344814360088,-0.5169705913495358,0.2516045024324133,0.12724617321207377,0.3766908165411648,0.3261050646088613,0.3219952693463719,0.3310029294170677,0.04527895946408489,0.018532101119749646,0.06381106058383454,0.0015723270440251573,0.0031446540880503146,0.004716981132075472,True,True,False,True,True,False
tvdi_difference_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,-0.12877047390389398,0.09833384491464482,-0.7173085808753967,-0.3030121237039566,-0.17996929585933685,-0.12005012109875679,-0.0675925500690937,0.013211984653025859,0.1304839849472046,0.11237674579024315,20511,20450,61,0.0029740139437375067,-0.03478732254328692,0.11634293005810888,-0.4444761574268341,-0.2184672884643078,-0.10240516811609268,-0.04026435874402523,0.024040429387241602,0.18285264447331429,0.4202253818511963,0.12644559750333428,0.09398315136060706,0.8725134558068084,0.668159948976409,0.3744874752041335,0.09398315136060703,0.8363220584446476,0.7432694630442057,0.7449531640698785,1.0580234735308665,0.0004889975550122249,0.158679706601467,0.1591687041564792,0.03341194968553459,0.0,0.03341194968553459,True,True,True,True,True,True
downscaled_lst_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2541,3,0.0011792452830188679,35.74125851087334,4.890665760882595,22.88703727722168,27.439786911010742,31.556350708007812,36.59173583984375,39.657066345214844,42.71255111694336,48.65181350708008,8.100715637207031,20511,20511,0,0.0,35.62513808688929,4.282963075448417,23.358020782470703,29.09154987335205,32.3734073638916,35.26008987426758,38.82696533203125,42.77144241333008,49.44837951660156,6.453557968139648,-0.11612042398405009,-0.025260771671703233,-0.18299037130743184,0.1096929761016881,0.8766323904877489,0.10821666007646635,0.13583706767887815,0.20630527059551235,0.1770781020307589,0.002242699039539759,0.011896055774950027,0.014138754814489786,0.051554506099960644,0.006690279417552145,0.05824478551751279,False,False,False,True,False,False
fused_lst_mean,burnable_tree_shrub_grass,montiferru_2021,manavgat_2021,2544,2544,0,0.0,35.65594337046521,4.980690903096258,22.806499481201172,27.20914011001587,31.409035205841064,36.46664619445801,39.5283088684082,43.001087760925294,49.2844352722168,8.119273662567139,20511,20511,0,0.0,35.623279489700685,4.541524647963387,21.817808151245117,28.743157386779785,32.106834411621094,35.25498580932617,38.99820899963379,43.31509017944336,50.527198791503906,6.891374588012695,-0.03266388076452387,-0.006853278361652239,-0.16144011436481856,0.09384598508117592,0.7655558385665806,0.09428870985049768,0.1110889894010751,0.15098158293181071,0.1313362707509655,0.0029740139437375067,0.0195017307786066,0.022475744722344107,0.04481132075471698,0.003930817610062893,0.04874213836477987,False,False,False,True,False,False
ndvi_mean,all_valid,montiferru_2021,manavgat_2021,3173,3173,0,0.0,0.534908118529355,0.165578083893676,-0.32803863286972046,0.28168090581893923,0.4209776818752289,0.5309277176856995,0.6592288017272949,0.7919569611549377,0.874626636505127,0.23825111985206604,24087,24087,0,0.0,0.45979140700432464,0.16300509710872405,-0.35436251759529114,0.13342710733413696,0.3676487058401108,0.48828625679016113,0.5816831588745117,0.6715366899967193,0.8108934164047241,0.21403445303440094,-0.07511671152503041,-0.45720178627062646,-0.18855989866491812,0.18487628318560678,0.0751892802161302,0.3155883601420905,0.3512952197656015,0.6438500516502897,0.2852012258982263,0.046041433138207334,0.0,0.046041433138207334,0.003151591553734636,0.1654585565710684,0.16861014812480302,True,False,False,True,True,False
