block,direction,source_region,target_region,metric,value,ci_low,ci_high,source_file,source_column
aoa,bejis_2022_to_mugla_2021,bejis_2022,mugla_2021,target_p95_dissimilarity,0.4932931773800146,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,bejis_2022_to_mugla_2021,bejis_2022,mugla_2021,raw_thermal_roc_auc,0.6184747489978262,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,bejis_2022_to_mugla_2021,bejis_2022,mugla_2021,raw_thermal_pr_auc,0.0925385912286984,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,fraction_inside_weighted_aoa,0.1704667670466767,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,unweighted_fraction_target_cells_inside_support,0.6533663153366316,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",unweighted_fraction_target_cells_inside_support
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,target_mean_dissimilarity,0.3377786514882156,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_mean_dissimilarity
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,target_p95_dissimilarity,0.5257321618973324,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",target_p95_dissimilarity
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,raw_thermal_roc_auc,0.3828214331304473,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_roc_auc
aoa,bejis_2022_to_evia_2021_extended,bejis_2022,evia_2021_extended,raw_thermal_pr_auc,0.2257835213181088,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",raw_thermal_pr_auc
aoa,mugla_2021_to_manavgat_2021,mugla_2021,manavgat_2021,fraction_inside_weighted_aoa,0.5305278521041109,,,"drive_new/diagnostics/marginal_aoa_completion/4b2a1c86c0c197c2a331c133d1120f9531ce385441d86af0d8c6154024417492/comparison/marginal_diagnostics_with_transfer.csv",fraction_inside_weighted_aoa
